OverallQual,GarageCars,ExterQual,GrLivArea,FullBath,KitchenQual,YearBuilt,1stFlrSF,BsmtQual,Fireplaces,SalePrice
7,2,Gd,1414,2,Gd,2004,1414,Gd,1,178740
7,2,TA,1277,1,TA,1970,1277,TA,1,167000
5,1,TA,1644,1,Gd,1942,888,TA,2,146500
8,3,Gd,1634,2,Gd,2006,1634,Gd,1,250000
6,2,Gd,1710,2,Gd,1993,832,Gd,0,187000
8,2,Gd,1502,1,Gd,1985,1502,Gd,0,212000
7,2,TA,1969,2,TA,1977,1161,Gd,1,190000
6,2,TA,1072,1,TA,2005,1072,Gd,0,148000
8,3,Gd,1976,2,Gd,2006,1976,Ex,1,440000
8,2,Gd,1652,2,Ex,2000,1652,Gd,0,251000
5,2,TA,970,1,TA,1963,970,TA,0,132500
6,2,TA,1493,2,Gd,1997,1493,Gd,1,208900
9,3,Ex,2643,2,Ex,2006,2069,Gd,1,380000
8,3,Gd,1718,2,Gd,2007,1718,Ex,1,297000
4,2,TA,1131,1,TA,1937,1131,Fa,0,89471
9,3,Gd,1850,2,Gd,2004,1850,Ex,1,326000
9,3,Gd,1792,2,Ex,2003,1792,Ex,1,374000
7,1,Gd,1826,1,Ex,1915,916,TA,1,155000
6,2,TA,1216,2,TA,1998,1216,Ex,0,164000
5,1,TA,999,1,Gd,1962,999,TA,0,132500
5,1,Gd,1113,1,Gd,1950,1113,TA,1,147000
5,2,TA,1073,1,TA,1965,1073,TA,0,156000
5,2,TA,1484,2,TA,1971,1484,Gd,1,175000
5,2,TA,2414,2,TA,1900,1766,TA,1,160000
4,1,TA,630,1,Gd,1970,630,Gd,0,86000
5,1,TA,1304,1,TA,1976,616,Gd,1,115000
6,1,TA,1578,1,Fa,1941,958,TA,2,133000
6,2,Gd,1456,2,TA,2006,728,Gd,0,172785
5,1,TA,1269,1,TA,1960,1269,TA,1,155000
5,1,TA,886,1,TA,1938,886,Fa,0,91300
4,0,TA,720,1,TA,1920,720,TA,0,34900
8,2,Gd,3228,3,Gd,1992,3228,Gd,1,430000
7,1,TA,1820,2,TA,1925,1133,TA,0,184000
5,1,TA,899,1,Gd,1967,899,TA,0,130000
5,1,TA,912,1,TA,1958,912,TA,0,120000
6,1,TA,1218,1,TA,1973,672,TA,0,113000
7,2,Gd,1768,2,Gd,2005,866,Gd,0,226700
5,2,TA,1214,1,TA,1965,1214,TA,0,140000
7,2,TA,1801,2,TA,1959,1801,TA,2,289000
6,2,TA,1322,2,TA,1974,855,TA,1,147000
5,2,TA,1960,2,TA,1952,960,TA,0,124500
8,2,Gd,1911,2,Gd,1993,1065,Gd,1,215000
6,2,Gd,1218,2,Gd,2009,1218,Gd,0,208300
7,2,TA,1378,2,Gd,1928,689,TA,1,161000
5,1,TA,1041,1,TA,1959,1041,TA,0,124500
5,1,Gd,1363,1,TA,1951,1363,TA,2,164900
7,2,Gd,1368,2,Gd,2005,1368,Gd,1,202665
5,2,TA,864,1,TA,1958,864,TA,0,129900
6,2,TA,1080,1,TA,1983,1080,TA,0,134000
5,1,TA,789,1,TA,1926,789,TA,0,96500
10,3,Ex,2020,2,Ex,2009,2020,Ex,1,402861
6,2,TA,2119,2,TA,1972,1378,TA,1,158000
7,3,Gd,2344,2,Gd,1996,1277,Gd,1,265000
6,2,TA,1796,2,TA,1998,882,Gd,0,211000
7,1,Gd,2080,1,Gd,1926,1276,Gd,2,234000
4,0,TA,1294,2,TA,1900,694,,0,106250
6,1,TA,1244,1,TA,1957,1244,TA,2,150000
6,2,TA,1664,2,TA,1947,1004,TA,2,159000
10,3,Ex,4676,3,Ex,2007,3138,Ex,1,184750
7,3,Gd,2398,2,Gd,1996,1383,Gd,1,315750
7,2,Gd,1266,2,Gd,2005,1266,Gd,1,176000
5,1,TA,928,1,TA,1956,928,Gd,0,132000
9,3,Ex,2713,2,Ex,2008,1476,Ex,1,446261
4,0,TA,605,1,TA,1920,605,TA,0,86000
6,2,Gd,2515,3,TA,1957,2515,TA,2,200624
6,2,Gd,1509,2,Gd,1988,1509,Gd,1,175000
6,2,TA,1362,2,TA,1920,751,Fa,0,128000
5,1,TA,827,1,TA,1955,827,,1,107500
1,0,Fa,334,1,Fa,1946,334,,0,39300
8,2,Gd,1414,2,Gd,2004,707,Ex,1,178000
5,0,TA,1347,1,TA,1910,820,Gd,0,107500
7,2,TA,1724,2,Gd,1998,880,Gd,0,188000
4,2,TA,864,1,TA,1972,864,TA,0,111250
5,1,TA,1159,1,TA,1968,1159,TA,1,158000
8,2,Gd,1601,2,Gd,2001,1601,Gd,1,272000
9,3,Ex,1838,2,Ex,2006,1838,Ex,1,315000
8,3,Gd,2285,2,Gd,2000,997,Gd,1,248000
7,2,Gd,1680,2,Gd,1998,1680,Ex,1,213250
7,1,TA,767,1,TA,1998,767,Gd,0,133000
7,2,Gd,1496,2,Gd,2006,664,Gd,1,179665
7,3,Gd,2183,2,Gd,1988,1377,Gd,0,229000
6,2,TA,1635,1,TA,1923,915,Gd,1,210000
5,2,TA,768,1,TA,1970,768,Gd,0,129500
5,2,TA,825,1,TA,1955,825,TA,0,125000
7,2,Gd,2094,2,Gd,2003,912,Gd,1,263000
6,2,TA,1069,2,TA,1977,1069,Gd,0,140000
5,1,TA,928,1,TA,1957,928,TA,0,112500
8,3,Gd,1717,2,Gd,2006,1717,Ex,1,255500
4,2,TA,1126,2,Gd,1949,1126,,0,108000
7,3,Gd,2046,2,Gd,2003,1006,Gd,1,284000
5,1,TA,1048,1,TA,1922,1048,TA,1,113000
5,1,TA,1092,1,TA,1957,1092,TA,1,141000
4,1,TA,1336,1,TA,1920,897,TA,0,108000
7,2,TA,1446,2,TA,1996,729,Gd,1,175000
7,2,Gd,1557,2,Gd,2003,1557,Gd,1,234000
5,2,TA,1392,1,TA,1957,1392,Gd,1,121500
5,2,TA,1389,1,TA,1974,1389,Gd,1,170000
5,0,TA,996,1,TA,1940,996,TA,1,108000
6,2,TA,1674,2,TA,1918,1163,Gd,1,185000
7,2,Gd,2295,2,Gd,1992,1166,Gd,1,268000
6,1,TA,1647,1,Fa,1915,841,Gd,0,128000
9,3,Gd,2504,2,Ex,2005,1134,Gd,1,325000
7,2,Gd,1535,2,Gd,2004,1535,Gd,0,214000
8,2,Gd,2132,1,Gd,1983,1496,Gd,1,316600
5,2,TA,943,1,TA,1979,943,Gd,2,135960
5,2,TA,1728,2,TA,1965,1728,TA,0,142600
6,1,TA,864,1,Gd,1959,864,TA,0,120000
7,2,TA,1692,2,Gd,2009,846,Ex,0,224500
7,2,TA,1430,2,TA,2000,774,Gd,1,170000
5,1,TA,1109,1,TA,1971,576,TA,0,139000
5,1,TA,1216,1,TA,1947,832,TA,0,118500
7,1,TA,1477,2,TA,1928,877,TA,1,145000
5,2,TA,1320,1,TA,1966,1320,TA,2,164500
7,2,Gd,1392,2,Gd,2007,703,Gd,0,146000
5,1,TA,1795,2,TA,1954,1050,TA,0,131500
6,2,TA,1429,1,Gd,1960,1429,TA,2,181900
8,3,Ex,2042,2,Ex,2008,2042,Ex,1,253293
6,0,TA,816,1,TA,1990,816,Gd,0,118500
10,2,Ex,2775,3,Gd,1893,1521,TA,1,325000
4,1,TA,1573,1,Gd,1935,989,TA,0,133000
8,3,Gd,2028,2,Gd,2005,2028,Ex,2,369900
6,1,TA,838,1,Fa,1918,838,TA,0,130000
5,2,TA,860,1,TA,1982,860,TA,0,137000
5,1,TA,1473,1,Ex,1968,1473,TA,2,143000
5,1,TA,935,1,TA,1930,779,TA,0,79500
7,2,Gd,1582,2,Gd,2004,770,Gd,0,185900
10,3,Ex,2296,2,Ex,2008,1728,Ex,1,451950
5,2,TA,816,1,TA,1982,816,TA,0,138000
6,2,Gd,848,1,Gd,2003,848,Gd,0,140000
5,1,TA,924,1,TA,1975,924,Gd,0,110000
8,3,Gd,1826,2,Gd,2005,1826,Gd,1,319000
6,1,TA,1368,1,TA,1910,684,TA,0,114504
7,3,Gd,1402,0,Gd,2006,1402,Ex,1,194201
5,2,TA,1647,2,Gd,1977,1647,Gd,1,217500
6,2,TA,1556,2,TA,1980,716,Gd,1,151000
8,2,Gd,1904,2,Ex,2005,1058,Gd,1,275000
6,1,TA,1375,1,Gd,1937,780,TA,1,141000
8,2,Gd,1915,2,Gd,1992,927,Gd,1,220000
7,2,Gd,1200,2,Gd,2004,600,Gd,0,151000
7,2,Gd,1494,2,Gd,2002,1494,Gd,1,221000
7,2,TA,1986,2,TA,1965,1186,TA,3,205000
5,2,TA,1040,1,Gd,1996,1040,Gd,0,152000
5,1,TA,2008,3,Ex,1948,1112,TA,0,225000
8,2,TA,3194,2,TA,1934,1940,Gd,2,359100
4,1,TA,1029,1,TA,1961,1029,TA,0,118500
9,3,Gd,2153,2,Ex,2000,1476,Ex,2,313000
6,2,TA,1032,2,TA,1978,1032,Gd,1,148000
8,2,Gd,1872,2,Ex,2001,1299,Gd,1,261500
5,0,TA,1120,1,TA,2007,1120,Gd,0,147000
4,0,TA,630,1,TA,1972,630,Gd,0,75500
6,2,TA,1054,1,Gd,1963,1054,TA,0,137500
6,2,Gd,1509,2,Gd,2002,807,Gd,1,183200
6,2,TA,832,1,Gd,1954,832,TA,0,105500
9,3,Ex,1828,2,Gd,2007,1828,Ex,1,314813
8,3,Gd,2262,2,Gd,2003,1482,Gd,2,305000
3,0,TA,864,1,TA,1914,864,TA,0,67000
6,2,TA,2614,2,TA,1974,1548,TA,1,240000
5,2,TA,980,1,TA,1977,980,TA,0,135000
6,2,Gd,1512,2,Gd,2000,756,Gd,1,168500
6,2,TA,1790,1,TA,1972,1012,TA,1,165150
6,2,TA,1116,1,TA,1962,1116,TA,0,160000
5,1,TA,1422,1,TA,1960,1422,TA,1,139900
6,1,TA,1520,1,TA,1955,1520,TA,2,153000
5,2,TA,2080,1,Fa,1969,1040,Gd,2,135000
6,2,TA,1350,1,TA,1964,1350,TA,0,168500
5,1,TA,1750,1,Ex,1880,1089,Fa,0,124000
8,2,Gd,1554,2,Gd,2006,1554,Gd,1,209500
7,2,TA,1411,2,TA,1977,1411,TA,1,82500
5,1,TA,1056,1,TA,1954,1056,TA,0,139400
6,2,TA,1056,0,TA,1980,1056,TA,0,144000
6,0,Fa,3395,2,Fa,1914,1440,TA,0,200000
2,0,Fa,800,1,Fa,1936,800,TA,1,60000
5,1,TA,1387,2,Gd,1954,811,TA,0,93000
5,0,TA,796,1,TA,1910,796,Fa,0,85000
8,3,Gd,1567,2,Ex,2006,1567,Gd,1,264561
8,2,Ex,1518,1,Ex,2003,1518,Ex,1,274000
7,2,Gd,1929,2,Gd,2001,1057,Gd,1,226000
8,2,Gd,2704,2,Ex,1972,2000,Gd,3,345000
5,2,TA,1620,2,TA,1969,780,TA,0,152000
9,3,Ex,1766,2,Ex,2009,1766,Ex,1,370878
6,2,TA,981,1,TA,1971,981,TA,0,143250
5,2,TA,1048,1,TA,1950,1048,,0,98300
6,2,TA,1094,1,TA,1953,1094,TA,2,155000
6,2,TA,1839,1,TA,1966,1051,TA,1,155000
4,0,TA,630,1,TA,1970,630,Gd,0,84500
7,2,Gd,1665,2,Gd,2007,822,Gd,0,205950
4,1,TA,1510,1,TA,1940,755,TA,1,108000
7,2,Gd,1716,2,Gd,1996,909,Gd,1,191000
6,1,TA,1469,1,TA,1906,756,TA,0,135000
8,3,Gd,2113,2,Gd,1995,2113,Gd,1,350000
6,1,TA,1092,1,TA,1971,525,TA,0,88000
5,1,Gd,1053,1,Gd,1959,1053,TA,0,145500
7,1,TA,1502,1,TA,1931,851,Gd,1,149000
6,1,TA,1458,1,TA,1948,912,TA,1,97500
5,2,TA,1486,1,TA,1964,1486,TA,0,167000
7,2,TA,1935,2,TA,1976,1142,Gd,1,197900
8,3,Gd,2448,2,Gd,1994,1686,Gd,1,402000
6,2,TA,1392,1,TA,1968,1392,Fa,2,110000
4,2,TA,1181,2,TA,1972,1181,Gd,0,137500
8,3,Gd,2097,1,Ex,2005,2097,Ex,1,423000
8,2,Gd,1936,2,Gd,2000,1454,Gd,1,230500
6,2,TA,2380,2,TA,1965,1465,Gd,1,129000
6,2,TA,1679,2,Gd,1994,1679,Gd,1,193500
5,2,TA,1437,1,TA,1956,1437,TA,1,168000
4,1,TA,1180,1,Fa,1922,1180,Fa,1,137500
6,2,Gd,1476,2,Gd,2005,738,Gd,0,173500
6,1,TA,1369,2,TA,1925,697,TA,0,103600
6,2,Gd,1208,1,TA,1977,1208,Gd,1,165000
6,2,TA,1839,2,Gd,1957,1839,TA,2,257500
6,1,TA,1136,1,TA,1965,1136,TA,1,140000
6,2,TA,1441,2,TA,1978,855,TA,1,148500
4,3,TA,1774,2,TA,1900,1095,TA,0,87000
5,1,Gd,792,1,Gd,1924,792,TA,0,109500
8,3,Gd,2046,2,Gd,2008,2046,Ex,1,372500
5,2,TA,988,1,TA,1961,988,TA,0,128500
6,1,TA,923,2,TA,1980,923,Gd,1,143000
5,1,TA,1520,1,TA,1932,848,TA,0,159434
6,2,TA,1291,1,Gd,1996,1291,Gd,1,173000
9,3,Gd,1668,2,Gd,2002,1668,Gd,1,285000
7,2,Gd,1839,2,TA,1998,1195,Gd,0,221000
7,2,Gd,2090,2,Gd,1984,1190,Gd,1,207500
7,2,Gd,1761,3,Gd,2007,874,Gd,0,227875
7,2,Gd,1102,2,Gd,2004,551,Gd,0,148800
8,2,Gd,1419,2,Gd,2007,1419,Gd,1,392000
6,2,Gd,1362,2,Gd,2005,1362,Gd,1,194700
6,2,Gd,848,1,Gd,2004,848,Gd,1,141000
10,3,Ex,4316,3,Ex,1994,2444,Ex,2,755000
7,2,Gd,2519,2,Gd,1989,1238,Gd,2,335000
5,1,TA,1073,1,TA,1921,1073,TA,0,108480
5,2,TA,1539,1,TA,1936,1067,TA,0,141500
6,2,TA,1137,2,Gd,1987,1137,Gd,1,176000
5,1,TA,616,1,TA,1921,616,TA,0,89000
5,1,TA,1148,1,TA,1952,1148,Ex,0,123500
5,1,TA,894,1,TA,1965,894,TA,1,138500
7,2,Gd,1391,2,Gd,2004,1391,Gd,0,196000
8,3,Gd,1800,2,Gd,2002,1800,Ex,1,312500
7,2,TA,1164,1,TA,1969,1164,TA,0,140000
8,3,Ex,2576,2,Ex,2006,1264,Ex,1,361919
5,2,TA,1812,2,Gd,1900,1032,Gd,1,140000
7,2,Gd,1484,2,Gd,2004,1484,Gd,0,213000
4,0,Fa,1092,2,Fa,1930,372,,0,55000
7,2,TA,1824,2,Gd,1971,1824,Gd,2,302000
8,2,Gd,1324,2,Gd,2006,1324,Gd,1,254000
7,2,Gd,1456,2,Gd,2007,728,Gd,1,179540
5,1,TA,904,1,TA,1966,904,TA,0,109900
3,0,Gd,729,1,TA,1935,729,TA,0,52000
4,1,TA,1178,1,TA,1900,859,TA,0,102776
8,2,Gd,1228,2,Gd,1988,1228,Gd,1,189000
4,2,TA,960,1,TA,1970,960,TA,0,129000
6,2,Gd,1479,2,Gd,1976,725,TA,0,130500
6,2,TA,1350,2,TA,1974,1350,Gd,1,165000
7,2,TA,2554,1,TA,1890,1576,TA,0,159500
5,2,TA,1178,1,Gd,1973,1178,Gd,1,157000
7,3,Gd,2418,2,Gd,1993,1325,Gd,1,341000
5,1,TA,971,1,TA,1969,971,Gd,1,128500
8,2,Gd,1742,2,Gd,1985,1742,Gd,1,275000
6,2,Gd,848,1,Gd,2004,848,Gd,0,143000
4,2,TA,864,1,TA,1970,864,TA,0,124500
4,1,TA,1470,2,TA,1954,997,TA,0,135000
9,3,Ex,1698,2,Ex,2007,1698,Ex,1,320000
4,2,TA,864,1,Gd,1970,864,TA,0,120500
6,2,Gd,1680,2,Gd,1988,1680,Gd,1,222000
7,2,Gd,1232,2,Gd,2007,1232,Gd,0,194500
5,3,TA,1776,2,TA,1958,1776,TA,0,110000
4,2,TA,1208,1,TA,1925,848,TA,0,103000
8,2,Gd,1616,2,Gd,1995,1616,Gd,1,236500
7,2,Gd,1146,2,Gd,2003,1146,Ex,1,187500
7,2,Gd,2031,2,Gd,1998,1153,Gd,1,222500
5,1,TA,1144,1,TA,1961,1144,TA,1,131400
5,1,TA,948,1,TA,1968,948,TA,0,108000
7,2,TA,1768,1,TA,1914,880,Gd,2,163000
3,2,TA,1040,2,TA,1950,1040,,0,93500
8,3,Gd,1801,2,Gd,2005,901,Gd,1,239900
5,0,TA,1200,3,TA,1987,1200,Gd,0,179000
7,2,Gd,1728,2,Gd,2004,864,Gd,0,190000
5,2,TA,1432,2,TA,1910,768,Fa,0,132000
6,1,TA,912,1,Gd,1961,912,TA,0,142000
7,2,TA,1349,2,TA,2000,1349,Gd,0,179000
5,2,TA,1464,2,TA,1963,1464,Gd,1,175000
8,2,Gd,1337,2,Gd,1993,1337,Gd,1,180000
8,2,Ex,2715,3,Gd,1976,1175,TA,2,299800
7,2,Gd,2256,2,Gd,2000,980,Gd,1,236000
7,4,Gd,2640,1,Gd,1880,1320,TA,1,265979
7,2,Gd,1720,2,Gd,1996,1720,Gd,1,260400
4,1,TA,1529,2,TA,1945,1088,,0,98000
4,0,TA,1140,1,TA,1910,792,TA,0,96500
7,2,Gd,1320,2,Gd,2003,660,Gd,0,162000
6,2,TA,1494,2,Gd,1997,1494,Gd,0,217000
8,3,Gd,2098,2,Ex,2005,1038,Gd,1,275500
6,2,TA,1026,1,Gd,1969,1026,TA,0,156000
6,2,TA,1471,2,TA,1999,742,Gd,0,172500
8,2,Gd,1768,2,Gd,2007,866,Gd,0,212000
6,2,TA,1386,2,TA,1978,672,TA,1,158900
7,2,TA,1501,2,TA,1999,757,Gd,0,179400
8,3,Gd,2531,2,Gd,1995,1328,Gd,1,290000
6,1,TA,864,1,TA,1959,864,TA,0,127500
5,2,TA,1301,1,Fa,1924,1301,TA,0,100000
7,2,TA,1547,2,Gd,2009,764,Gd,0,215200
8,3,Gd,2365,2,Gd,1999,1268,Gd,1,337000
8,2,Gd,1494,1,Ex,1995,1494,Gd,1,270000
9,2,Gd,1506,2,Ex,2008,1506,Gd,1,264132
7,2,TA,1714,2,TA,1988,980,Gd,1,196500
6,1,TA,1750,2,TA,1940,983,Gd,0,160000
7,2,Gd,1836,2,Gd,2004,1836,Gd,1,216837
8,3,Ex,3279,3,Ex,2003,1690,Gd,1,538000
5,2,TA,858,1,TA,1982,858,Gd,0,134900
4,2,TA,1220,1,TA,1951,1220,Fa,0,102000
6,2,TA,1117,1,TA,1976,1117,TA,1,107000
5,1,TA,912,1,TA,1958,912,TA,0,114500
8,3,Gd,1973,2,Gd,2006,1973,Gd,1,395000
6,2,TA,1204,2,TA,1998,1204,Ex,0,162000
7,3,Gd,1614,2,Gd,2005,1614,Gd,0,221500
5,2,TA,894,1,TA,1974,894,TA,1,142500
5,2,TA,2020,2,TA,1977,2020,,2,144000
6,2,TA,1004,1,TA,1977,1004,Gd,0,135000
7,2,TA,1253,2,TA,1995,1253,Gd,1,176000
6,2,Gd,1603,2,Gd,1992,810,Gd,0,175900
7,2,Gd,1430,2,Gd,2001,1430,Gd,0,187100
5,2,TA,1110,1,Gd,1978,1110,Gd,1,165500
6,0,TA,1484,2,TA,1914,742,TA,1,128000
6,2,TA,1342,2,TA,1967,1342,TA,1,161500
5,1,TA,1652,2,TA,1915,966,Fa,0,139000
7,2,Gd,2084,2,Gd,2004,956,Gd,0,233000
4,1,TA,901,1,TA,1954,901,TA,0,107900
6,2,TA,2087,2,Gd,1966,976,TA,0,187500
7,2,Gd,1145,2,Gd,2005,1145,Gd,1,160200
6,2,TA,1062,1,TA,1976,1062,Gd,2,146800
7,2,Gd,2013,2,TA,1996,1127,Gd,1,269790
8,2,Gd,1496,2,Gd,2007,1496,Gd,0,225000
7,2,Gd,1895,2,Gd,1994,1086,Gd,1,194500
6,2,TA,1564,2,TA,1980,888,Gd,1,171000
6,2,TA,1285,1,TA,1977,1285,TA,1,143500
5,1,TA,773,1,TA,1953,773,TA,0,110000
9,3,Ex,3140,3,Ex,2008,1966,Ex,2,485000
5,1,TA,1768,1,Gd,1937,981,Gd,2,175000
6,2,TA,1688,2,Gd,1997,616,Gd,0,200000
4,2,TA,1196,1,TA,1916,1196,TA,0,109900
7,2,Gd,1456,2,Gd,2005,728,Gd,1,189000
9,3,Ex,2822,3,Ex,2008,1734,Ex,1,582933
5,1,TA,1128,1,TA,1954,1128,TA,0,118000
7,2,Gd,1428,2,Ex,2008,1428,Gd,0,227680
5,1,TA,980,2,TA,1967,980,TA,0,135500
5,2,TA,1576,1,Gd,1923,1072,TA,1,223500
5,2,TA,1086,1,TA,1966,1086,TA,1,159950
5,2,TA,2138,2,TA,1898,1075,TA,0,106000
6,2,TA,1309,1,Gd,1974,1309,TA,1,181000
6,2,Gd,848,1,Gd,2004,848,Gd,1,144500
5,2,Fa,1044,1,Fa,1952,1044,TA,0,55993
6,1,TA,1442,1,TA,1958,1442,TA,0,157900
5,1,TA,1250,1,Fa,1918,686,TA,0,116000
7,2,TA,1661,2,Gd,1998,1661,Gd,0,224900
5,1,TA,1008,1,TA,1954,1008,TA,1,137000
8,3,Gd,1689,2,Gd,2002,1689,Gd,2,271000
6,2,TA,1052,1,TA,1971,1052,TA,0,155000
7,2,Gd,1358,2,Gd,2009,1358,Gd,1,224000
7,2,Gd,1640,2,Gd,2003,798,Gd,0,183000
4,2,Fa,936,1,TA,1953,936,Fa,0,93000
7,2,Gd,1733,2,Gd,2003,847,Gd,1,225000
6,1,TA,1489,2,TA,1940,944,TA,1,139500
8,2,Gd,1489,2,Gd,2006,1489,Gd,1,232600
10,3,Ex,2084,2,Ex,2007,2084,Ex,1,385000
5,0,TA,784,1,Gd,1924,784,TA,0,109500
7,2,Gd,1434,2,Gd,2001,1434,Gd,1,189000
5,2,TA,2126,2,TA,1967,1160,TA,0,185000
7,2,Gd,1223,2,Gd,2005,520,Gd,0,147400
6,2,TA,1392,1,TA,1957,1392,TA,2,166000
7,2,TA,1200,2,Gd,2005,520,Gd,0,151000
7,2,Gd,1829,2,Gd,2003,941,Gd,1,237000
6,2,TA,1516,1,TA,1964,1516,TA,0,167000
5,2,TA,1144,1,TA,1961,1144,TA,0,139950
4,2,TA,1067,2,Gd,1950,1067,Gd,0,128000
5,2,TA,1559,1,TA,1948,1559,TA,0,153500
6,1,TA,987,1,TA,1973,483,TA,0,100000
5,1,TA,1099,1,Gd,1995,1099,Gd,0,144000
5,1,TA,1200,1,TA,1946,768,TA,0,130500
6,1,TA,1482,2,Fa,1925,810,TA,0,140000
5,2,TA,1539,2,Gd,1904,958,TA,1,157500
6,2,TA,1165,1,TA,1966,1165,TA,0,174900
5,0,TA,1800,2,TA,1961,1800,TA,0,141000
5,3,TA,1416,1,TA,1915,876,TA,1,153900
5,2,TA,1701,2,TA,1975,1701,Gd,2,171000
7,2,Gd,1775,2,Gd,1993,1006,Gd,1,213000
5,1,TA,864,1,TA,1972,864,TA,1,133500
6,2,TA,2358,3,TA,1908,1307,TA,1,240000
6,2,Gd,1855,2,TA,1976,1094,TA,1,187000
6,2,Gd,848,1,Gd,2003,848,Gd,0,131500
8,2,Gd,1456,2,Gd,2003,1456,Gd,1,215000
7,1,TA,1646,2,TA,1941,918,TA,2,164000
6,2,TA,1445,1,TA,1964,1445,TA,1,158000
5,2,TA,1779,1,TA,1955,1779,TA,1,170000
5,1,TA,1040,1,TA,1962,1040,TA,0,127000
6,2,TA,1026,1,TA,1978,1026,Gd,0,147000
6,2,TA,1481,2,TA,1994,702,Gd,1,174000
7,2,TA,1370,2,TA,1976,1370,Gd,1,152000
6,2,TA,2654,2,Gd,1968,1512,TA,1,250000
7,1,Gd,1426,1,Gd,1918,912,TA,1,189950
5,2,TA,1039,1,TA,1965,1039,TA,0,131500
6,2,TA,1097,2,TA,1984,1097,Gd,0,152000
5,1,TA,1148,1,TA,1959,1148,TA,0,132500
7,2,Gd,1372,2,Gd,2007,1372,Ex,0,250580
5,2,TA,1002,1,TA,1970,1002,TA,0,148500
8,3,Gd,1646,2,Gd,2006,1646,Gd,1,248900
4,2,TA,1120,1,Fa,1961,1120,TA,0,129000
5,2,TA,2320,2,TA,1948,1547,,1,169000
7,2,Gd,1949,2,Gd,1993,1062,Gd,1,236000
5,1,TA,894,1,TA,1962,894,TA,0,109500
6,2,TA,1682,2,Gd,1998,804,Gd,0,200500
5,2,Gd,910,1,Gd,1953,910,TA,0,116000
5,1,Gd,1268,1,TA,1949,1036,TA,1,133000
5,1,TA,1131,1,TA,1941,676,TA,0,66500
8,2,Gd,2610,2,Ex,2007,1184,Gd,1,303477
4,2,TA,1040,1,TA,1963,1040,TA,0,132250
9,3,Gd,2224,2,Ex,2004,1462,Ex,1,350000
5,2,TA,1155,1,Gd,1961,1155,TA,0,148000
5,1,Gd,864,1,TA,1978,864,TA,0,136500
5,2,TA,1090,1,TA,2005,1090,Ex,0,157000
7,2,Gd,1717,2,Gd,1990,1187,Gd,1,187500
6,2,TA,1593,2,TA,1992,808,Gd,1,178000
4,1,Gd,2230,1,TA,1912,954,TA,0,118500
5,1,TA,892,1,TA,1967,892,TA,0,100000
9,2,Gd,1709,2,Gd,1999,1709,Ex,1,328900
5,2,TA,1712,2,TA,1959,1712,TA,0,145000
5,1,TA,1393,1,TA,1955,872,TA,0,135500
8,2,Gd,2217,2,Gd,1970,2217,TA,1,268000
6,2,TA,1505,1,TA,1953,1505,TA,1,149500
5,2,TA,924,1,TA,1949,672,TA,1,122900
6,2,TA,1683,2,TA,1978,918,TA,1,172500
6,1,TA,1068,1,TA,1963,1068,TA,0,154500
5,1,TA,1383,1,TA,1954,1383,Gd,1,165000
5,2,TA,1535,2,TA,1979,1535,,0,118858
6,2,TA,1796,1,TA,1963,983,TA,1,140000
4,1,TA,951,1,TA,1936,951,TA,0,106500
5,2,TA,2240,2,TA,1979,1120,,0,142953
9,3,Ex,2364,2,Ex,2009,2364,Ex,2,611657
5,1,TA,1236,1,TA,1961,1236,TA,1,135000
4,1,TA,858,1,TA,1971,858,TA,0,110000
5,1,TA,1306,1,TA,1957,1306,TA,0,153000
7,2,Gd,1509,2,Gd,2003,807,Gd,1,180000
7,3,Gd,1670,2,Gd,2006,1670,Gd,1,240000
5,1,TA,902,1,TA,1967,902,TA,0,125500
5,1,TA,1063,1,TA,1954,1063,TA,0,128000
8,3,Gd,1636,2,Gd,2006,1636,Gd,1,255000
7,1,Gd,2057,1,Gd,1936,1020,Gd,1,250000
5,2,TA,902,1,TA,1983,902,Gd,0,131000
6,2,Gd,1484,2,Gd,2005,742,Gd,1,174000
5,2,TA,2274,2,TA,1960,1105,TA,0,154300
5,1,TA,1268,1,Gd,1977,1268,Gd,0,143500
5,1,TA,1015,1,TA,1925,1015,TA,0,88000
5,3,TA,2002,2,TA,1949,1001,TA,0,145000
6,2,Gd,1224,2,Gd,2009,612,Gd,0,173733
4,1,TA,1092,1,TA,1970,546,TA,0,75000
2,1,TA,480,0,TA,1949,480,TA,0,35311
4,1,TA,1229,1,TA,1956,1229,TA,0,135000
7,3,Gd,2127,2,Gd,1991,912,Ex,1,238000
6,2,Ex,1414,1,TA,1958,1414,Gd,1,176500
6,2,Gd,1721,2,Gd,1994,936,Gd,0,201000
5,0,TA,2200,2,TA,1900,1272,TA,0,145900
6,2,Gd,1316,2,Gd,2005,1316,Gd,1,169990
6,2,Gd,1617,2,Gd,1993,1617,Gd,1,193000
6,2,TA,1686,2,TA,1980,1686,Gd,1,207500
5,2,TA,1126,2,Ex,1977,1126,Gd,0,175000
8,3,Gd,2374,2,Ex,2003,1234,Gd,1,285000
7,2,TA,1978,2,TA,1968,1098,TA,1,176000
8,2,Gd,1788,2,Ex,2001,1788,Gd,1,236500
7,2,TA,2236,2,Gd,1997,993,Gd,1,222000
8,3,Gd,1466,2,Gd,2007,1466,Gd,0,201000
